NO,병원명,병원구분,전화번호,소재지주소,Latitude,Longitude,외래키
173,바른신경외과의원,외과,041-568-7113,충청남도 천안시 서북구 성성8로 14-20 3층 (성성동),36.8403855,127.1306439,9
174,더노블성형외과의원,외과,041-622-2828,충청남도 천안시 서북구 성정공원1길 9-7 더노블 4층 (성정동),36.8264343,127.1384442,9
175,이지흉부외과의원,외과,041-562-2775,충청남도 천안시 서북구 동서대로 125-3 5층 (성정동),36.8263031,127.1368971,9
176,다나여성의원,외과,041-904-1000,충청남도 천안시 서북구 노태산로 62 다나메디피아 4층 (두정동),36.8302352,127.1276496,9
177,리:튼정형외과의원,외과,041-554-8277,충청남도 천안시 서북구 백석로 93 리튼빌딩 3층 (백석동),36.823898,127.122046,9
178,드림신경외과의원,외과,041-415-0177,"충청남도 천안시 서북구 3공단6로 50 힐링J타워 3층 306,307호 (차암동)",36.8408138,127.1032899,9
179,창문외과의원,외과,041-578-7533,"충청남도 천안시 서북구 쌍용대로 8 3,4,5층 (쌍용동)",36.7981895,127.131114,9
180,이규신경외과의원,외과,041-575-8004,충청남도 천안시 서북구 불당대로 260 409호 (쌍용동 하이렉스타운),36.7995265,127.1241599,9
181,삼성유바디외과의원,외과,041-415-0809,"충청남도 천안시 서북구 불당22대로 92 301,302호 (불당동)",36.8153065,127.1088223,9
182,삼성흉부외과의원,외과,041-564-8877,충청남도 천안시 동남구 만남로 52 401호 (신부동 문타워),36.8186047,127.1577791,9
183,돋움병원,요양병원,041-415-2222,충청남도 천안시 서북구 동서대로 110-23 (성정동),36.824111,127.1352484,10
184,천안시립노인전문병원,요양병원,041-521-1114,충청남도 천안시 동남구 목천읍 삼방로 735 (천안시립노인전문병원),36.8253875,127.2266949,10
185,메디움천안요양병원,요양병원,041-413-7100,충청남도 천안시 동남구 유량로 180 (유량동 메디움천안요양병원),36.8108765,127.1785464,10
186,선한이웃요양병원,요양병원,041-564-5555,충청남도 천안시 동남구 정골2길 91 (구성동),36.7992785,127.1774305,10
187,의료법인세온의료재단브라운요양병원,요양병원,041-553-1234,충청남도 천안시 동남구 목천읍 충절로 794 (목천읍),36.7683163,127.2000854,10
188,천안세인트요양병원,요양병원,041-552-0700,충청남도 천안시 동남구 구성2길 11 (구성동),36.7983522,127.1597855,10
189,의료법인 백석의료재단 한사랑요양병원,요양병원,041-556-7781,충청남도 천안시 동남구 대흥로 228 (대흥동 삼영빌딩),36.8083329,127.1480887,10
190,천안요양병원,요양병원,041-569-5533,충청남도 천안시 동남구 삼룡천3길 10 (구성동 이라의료재단 천안병원),36.7909231,127.1639376,10
191,로고스요양병원,요양병원,041-410-2100,충청남도 천안시 동남구 청수로 123-11 로고스요양병원 (구성동),36.7945534,127.1577241,10
192,가야요양병원,요양병원,041-558-1000,충청남도 천안시 동남구 영성로 7 (영성동 가야요양병원),36.7989011,127.1505799,10
193,프라미스요양병원,요양병원,041-622-3311,충청남도 천안시 동남구 천안대로 215 B1~3(일부)층 (삼룡동),36.7674014,127.1651094,10
194,다나힐요양병원,요양병원,041-590-7777,충청남도 천안시 서북구 직산읍 석양길 4 (직산읍),36.8855391,127.1076059,10
195,천안성심요양병원,요양병원,041-564-8271,"충청남도 천안시 서북구 원두정3길 37 4층,5층 (두정동)",36.8334874,127.1372287,10
196,큰사랑요양병원,요양병원,041-579-1190,충청남도 천안시 서북구 도원4길 7 (성정동),36.8197733,127.1329947,10
197,백석요양병원,요양병원,041-565-2300,충청남도 천안시 서북구 백석5길 4 (백석동),36.8214367,127.1275717,10
198,천안퍼스트힐요양병원,요양병원,041-904-7000,충청남도 천안시 서북구 백석로 99 1층~4층 (백석동),36.8240784,127.1227321,10
199,의료법인아선의료재단메디케어요양병원,요양병원,041-567-2277,충청남도 천안시 서북구 검은들1길 20 메디컬타워 5층 7층 (불당동),36.8113079,127.11022,10
200,천안쌍용요양병원,요양병원,041-574-1777,충청남도 천안시 서북구 충무로 167-12 쌍용가구백화점 2층 (쌍용동),36.7948258,127.125192,10
201,천안우리요양병원,요양병원,041-415-1004,"충청남도 천안시 서북구 쌍용19로 21 (쌍용동 유림빌딩(2,3,4층))",36.7942279,127.1212669,10
202,우리이비인후과의원,이비인후과,041-556-0011,충청남도 천안시 동남구 만남로 43 (신부동 두루두루빌딩),36.8202827,127.1567089,11
203,천안드림이비인후과의원,이비인후과,041-554-7575,충청남도 천안시 동남구 충절로 6 3층 (신부동),36.8184766,127.1579459,11
204,서울성모이비인후과의원,이비인후과,041-902-7577,충청남도 천안시 동남구 만남로 26 3층 301호 (신부동),36.8185446,127.1549678,11
205,미소래이비인후과의원,이비인후과,041-562-8575,충청남도 천안시 동남구 청수11로 11 4층 (청당동),36.7831489,127.1537158,11
206,명이비인후과의원,이비인후과,042-863-7005,"충청남도 천안시 동남구 청수4로 16 3층 301,302 (청당동)",36.7832789,127.1528705,11
207,푸른이비인후과의원,이비인후과,041-579-8275,충청남도 천안시 동남구 서부대로 276 301호 (신방동 학산프라자),36.792686,127.1293511,11
208,우리누리이비인후과의원,이비인후과,041-573-8275,충청남도 천안시 동남구 통정5로 58 3층 301호 (신방동),36.7741797,127.1334828,11
209,플러스이비인후과의원,이비인후과,041-565-1213,충청남도 천안시 서북구 두정로 244 3층 304호 (두정동),36.8331266,127.1439938,11
210,비클린이비인후과의원,이비인후과,041-555-7100,충청남도 천안시 서북구 성성8로 2-30 3층 (성성동),36.8402924,127.1302624,11
211,필이비인후과의원,이비인후과,041-563-2112,충청남도 천안시 서북구 동서대로 125-3 4층 (성정동),36.8263031,127.1368971,11
212,상쾌한이비인후과의원,이비인후과,041-541-7587,충청남도 천안시 서북구 오성로 1 3층 (두정동),36.8307333,127.1276133,11
213,수이비인후과의원,이비인후과,041-552-1666,충청남도 천안시 서북구 3공단6로 58-8 천안비즈타워 2층 202호 (차암동),36.840964,127.10403,11
214,남인성이비인후과의원,이비인후과,041-573-2525,충청남도 천안시 서북구 봉명로 35 2층 (쌍용동),36.8078312,127.1324245,11
215,으뜸이비인후과의원,이비인후과,041-562-2017,충청남도 천안시 서북구 불당25로 176 309~312호 (불당동),36.8162185,127.1091163,11
216,맑은이비인후과의원,이비인후과,041-522-7553,"충청남도 천안시 서북구 불당21로 67-26 2층 201,202,203호 (불당동)",36.8147916,127.1087544,11
217,이민형이비인후과의원,이비인후과,041-577-9206,충청남도 천안시 서북구 충무로 178 3층 301호 일부 302호 303호 (쌍용동),36.7943392,127.1269017,11
218,쌍용우리이비인후과의원,이비인후과,575-7533,충청남도 천안시 서북구 충무로 175 4층 (쌍용동),36.7948739,127.1263714,11
219,두리이비인후과의원,이비인후과,041-578-5578,"충청남도 천안시 서북구 쌍용1길 21 2,3,4층 (쌍용동)",36.8014416,127.1192939,11
220,탑이비인후과의원,이비인후과,041-569-6477,충청남도 천안시 서북구 불당33길 24 5층 (불당동),36.8123855,127.108192,11
221,열린이비인후과의원,이비인후과,041-592-7007,충청남도 천안시 서북구 충무로 133 2층 (쌍용동),36.793215,127.1222183,11
222,천안다나힐병원,재활의학과,041-562-7000,충청남도 천안시 동남구 터미널3길 5 (신부동),36.8199105,127.1587265,12
223,삼성스카이병원,재활의학과,041-551-3391,"충청남도 천안시 서북구 성정공원1길 9-4 호원빌딩 1층,2층,4층~6층 (성정동)",36.8267147,127.1389689,12
224,천안리턴병원,재활의학과,041-414-7500,"충청남도 천안시 서북구 불당23로 73-27 2층,3층 2층(217~222)호 (불당동)",36.8204217,127.1096581,12
225,성정가야재활의학과의원,재활의학과,041-579-3835,충청남도 천안시 서북구 쌍용대로 188 2층 (성정동),36.8140761,127.1348363,12
226,고운신경과정신건강의학과의원,정신과,041-567-4300,충청남도 천안시 동남구 대흥로 271 (대흥동),36.8050344,127.1462182,13
227,백기청정신건강의학과의원,정신과,041-567-8875,충청남도 천안시 동남구 만남로 15 민현빌딩 2층 (신부동),36.8191219,127.1539374,13
228,굿모닝정신건강의학과의원,정신과,041-558-0066,충청남도 천안시 동남구 만남로 9 더샵오피스텔 3층303호 (신부동),36.8191809,127.1530085,13
229,열린마음허정신건강의학과의원,정신과,555-3595,충청남도 천안시 동남구 공설시장2길 3 2층 (대흥동 무궁화빌딩),36.809029,127.1493295,13
230,청당맑은정신건강의학과의원,정신과,041-414-0707,충청남도 천안시 동남구 청수11로 18 7층 702호 일부 (청당동),36.7826034,127.1544783,13
231,한빛정신건강의학과의원,정신과,041-572-6886,충청남도 천안시 동남구 서부대로 285 일송빌딩 4층 (신방동),36.7933356,127.1284132,13
232,마인드림정신건강의학과의원,정신과,041-557-7555,충청남도 천안시 서북구 동서대로 129 단국성정빌딩 2층 (성정동),36.826198,127.137777,13
233,맑은마음정신건강의학과의원,정신과,579-9997,충청남도 천안시 서북구 충무로 215 4층 (쌍용동),36.7971622,127.1293807,13
234,편안한정신건강의학과의원,정신과,041-522-8275,충청남도 천안시 서북구 동서대로 125-3 하나은행 4층 (성정동),36.8263031,127.1368971,13
235,정 정신건강의학과의원,정신과,041-578-4300,충청남도 천안시 서북구 쌍용대로 8 3층 (쌍용동),36.7981895,127.131114,13
236,마음숲길정신건강의학과의원,정신과,041-417-3575,충청남도 천안시 서북구 불당21로 71 5층 502호 (불당동),36.8129586,127.1081765,13
237,연세조은정신건강의학과의원,정신과,041-557-3456,충청남도 천안시 서북구 검은들3길 58 2층 (불당동),36.8099394,127.1098332,13
238,천안중앙병원,정신과,041-561-0245,충청남도 천안시 서북구 동서대로 129-16 (성정동),36.827201,127.1379243,13
239,마음애병원,정신과,041-566-5119,충청남도 천안시 서북구 검은들3길 60 리치프라자 (불당동),36.8098732,127.1101673,13
240,나은필병원,정형외과,041-417-0001,"충청남도 천안시 동남구 만남로 64 1층일부,4~9층 (신부동)",36.8190416,127.1594364,14
241,화인메트로병원,정형외과,041-622-1300,충청남도 천안시 서북구 원두정3길 37 (두정동),36.8334874,127.1372287,14
242,천안재활병원,정형외과,041-575-7100,충청남도 천안시 서북구 쌍용대로 225 (성정동),36.8175742,127.1349879,14
243,서울우리병원,정형외과,041-1544-2822,충청남도 천안시 서북구 한들3로 9 (백석동),36.8244092,127.1235163,14
244,서울대정병원,정형외과,041-415-0001,충청남도 천안시 서북구 불당33길 18 (불당동),36.8115928,127.1079996,14
245,마디손병원,정형외과,041-581-9999,"충청남도 천안시 서북구 불당34길 18 1층,3~5층 (불당동)",36.8064476,127.1064144,14
246,활기찬정형외과의원,정형외과,041-553-8200,"충청남도 천안시 서북구 불당25로 182 2층 205,206,207호 (불당동)",36.8173067,127.1087044,14
247,본정형외과병원,정형외과,041-575-6000,충청남도 천안시 서북구 불당대로 268 (쌍용동),36.7996526,127.1258829,14
248,민상혁기둥정형외과의원,정형외과,041-415-1100,충청남도 천안시 동남구 만남로 90 2~5층 (신부동),36.8204653,127.1616324,14
249,반윤성정형외과의원,정형외과,041-551-6333,충청남도 천안시 동남구 충절로 23-1 2층 (신부동),36.8169475,127.1585068,14
250,최완석정형외과의원,정형외과,041-556-8780,"충청남도 천안시 동남구 충절로 27 2동 1,2층 (신부동)",36.8166446,127.1585073,14
251,신부정형외과의원,정형외과,041-554-1005,"충청남도 천안시 동남구 방죽안2길 1 2,3,4층 (신부동)",36.8217809,127.1524925,14
252,오름정형외과의원,정형외과,041-558-0528,충청남도 천안시 동남구 만남로 6 CARAT21 6층 6001~6004호 (신부동),36.8184346,127.1525903,14
253,김성태정형외과의원,정형외과,041-551-2602,충청남도 천안시 동남구 대흥로 327 지하1층 지상1층 (성황동 이승훈정형외과의원),36.817039,127.1507137,14
254,한마음정형외과의원,정형외과,041-562-0777,"충청남도 천안시 동남구 충절로 116 2,3층 (원성동)",36.8085658,127.1582754,14
255,김병기정형외과의원,정형외과,041-551-3882,충청남도 천안시 동남구 고재20길 1 (원성동 김병기정형외과),36.8036587,127.1591676,14
256,천안탑정형외과의원,정형외과,041-414-0175,충청남도 천안시 동남구 버들로 41 파리빌딩 3층 (문화동),36.8071489,127.1520208,14
257,누리정형외과의원,정형외과,041-552-7500,"충청남도 천안시 동남구 충무로 421 2,3층 (영성동)",36.7986098,127.1520202,14
258,진정형외과의원,정형외과,041-554-8275,충청남도 천안시 동남구 풍세로 1008 (청수동 진정형외과),36.7972778,127.1529841,14
259,천안고든정형외과의원,정형외과,041-572-7900,"충청남도 천안시 동남구 쌍용대로 154 2,.3층 (봉명동)",36.8111066,127.1339849,14
260,날개바로정형외과의원,정형외과,041-415-2333,충청남도 천안시 동남구 청수4로 16 7층 (청당동),36.7832789,127.1528705,14
261,하나정형외과의원,정형외과,041-576-8255,충청남도 천안시 동남구 서부대로 285 3층 (신방동),36.7933356,127.1284132,14
262,하종오정형외과의원,정형외과,041-577-0077,"충청남도 천안시 동남구 서부대로 245 2,5층 (신방동)",36.7900337,127.1285314,14
263,열린정형외과의원,정형외과,041-581-2221,충청남도 천안시 서북구 성환읍 성환2로 95 지하1~3층,36.9157373,127.1319818,14
264,새아침연합정형외과의원,정형외과,041-582-4380,충청남도 천안시 서북구 성환읍 성환1로 228 (성환읍),36.9149351,127.128383,14
265,JS메디칼내과외과정형외과의원,정형외과,041-589-7575,충청남도 천안시 서북구 직산읍 봉주로 51 (직산읍),36.877477,127.1523115,14
266,한양정형외과의원,정형외과,041-583-9999,충청남도 천안시 서북구 직산읍 천안대로 1519 (직산읍),36.8762406,127.1461982,14
267,굿모닝정형외과의원,정형외과,565-8877,충청남도 천안시 서북구 두정로 104 (두정동),36.8336484,127.1283282,14
268,미래정형외과의원,정형외과,577-8275,"충청남도 천안시 서북구 쌍용대로 293 1,4층 (성정동)",36.823568,127.1364395,14
269,천안튼튼정형외과의원,정형외과,041-577-6200,충청남도 천안시 서북구 성정로 82 (성정동),36.8135482,127.1391703,14
270,더바른정형외과의원,정형외과,041-553-7898,충청남도 천안시 서북구 한들2로 8 5층 (백석동),36.8235834,127.1188973,14
271,편안한허니연세정형외과의원,정형외과,041-573-7533,충청남도 천안시 서북구 차돌들길 12 3층 301~310호 (쌍용동),36.7979966,127.1293858,14
272,서울참정형외과의원,정형외과,041-415-0870,충청남도 천안시 서북구 충무로 175 3층 (쌍용동),36.7948739,127.1263714,14
273,천안영상의학과의원,정형외과,574-4545,충청남도 천안시 서북구 충무로 175 4층 (쌍용동),36.7948739,127.1263714,14
274,가톨릭정형외과의원,정형외과,041-621-8275,충청남도 천안시 서북구 월봉로 122 2층 202-205호 (쌍용동),36.8014944,127.1189175,14
275,더본정형외과의원,정형외과,041-414-2165,"충청남도 천안시 서북구 불당21로 65 3층 306,307호 (불당동)",36.8130966,127.1074085,14
276,천안우리병원,종합병원,041-590-9000,충청남도 천안시 동남구 남부대로 350 (청당동),36.7809805,127.1559301,15
277,아이본병원,종합병원,041-563-0000,"충청남도 천안시 서북구 불당25로 206 3,4,5층(외1 불당25로208 4,5층) (불당동)",36.819607,127.1094162,15
278,연세나무병원,종합병원,041-537-0000,충청남도 천안시 서북구 불당21로 67-18 7~9층 (불당동),36.8140563,127.1085317,15
279,우리척병원,종합병원,041-565-5119,충청남도 천안시 서북구 충무로 155 (쌍용동),36.8006931,127.1224079,15
280,단국대학교의과대학부속병원,종합병원,041-1588-0063,충청남도 천안시 동남구 망향로 201  (안서동),36.8319085,127.1712099,15
281,의료법인 혜강의료재단 혜강병원,종합병원,041-555-8275,충청남도 천안시 동남구 대흥로 288 화정빌딩 지하2층~지상6층 (성황동),36.8133933,127.1496004,15
282,충청남도 천안의료원,종합병원,041-570-7200,충청남도 천안시 동남구 충절로 537  (삼룡동),36.7754606,127.1800572,15
283,순천향대학교부속 천안병원,종합병원,041-570-2114,"충청남도 천안시 동남구 순천향6길 31  5동 (봉명동,순천향대학교병원)",36.8025927,127.1357093,15
284,의료법인 영서의료재단 천안충무병원,종합병원,041-570-7555,충청남도 천안시 서북구 다가말3길 8  (쌍용동),36.7974752,127.1316312,15
285,단국대학교치과대학치과병원,치과,041-550-0114,충청남도 천안시 동남구 단대로 119 (안서동),36.8387855,127.1697914,16
286,문치과병원,치과,041-563-2875,충청남도 천안시 동남구 만남로 52 9층(신부동 문타워빌딩) (신부동),36.8186608,127.157844,16
287,고려치과병원,치과,041-564-2875,충청남도 천안시 동남구 충절로 283 (구성동),36.7903285,127.1679561,16
288,가온치과병원,치과,041-552-0005,충청남도 천안시 서북구 동서대로 129 (성정동),36.826198,127.137777,16
289,연세우일치과병원,치과,041-579-2244,충청남도 천안시 서북구 서부대로 350 (쌍용동),36.7985221,127.1265639,16
290,열린치과병원,치과,041-577-2233,충청남도 천안시 서북구 불당25로 176 율곡스퀘어 5층 504호 (불당동),36.8163216,127.1090047,16
291,참조은치과병원,치과,041-417-3500,충청남도 천안시 서북구 불당21로 67-8 6층 601~603호 (불당동),36.8132932,127.1082874,16
292,더보스톤치과병원,치과,041-555-2879,충청남도 천안시 서북구 불당33길 26 (불당동),36.812454,127.1078597,16
293,병천치과의원,치과,041-522-2804,충청남도 천안시 동남구 병천면 아우내순대길 54 2층,36.7623493,127.2997883,16
294,병천중앙치과의원,치과,041-414-2882,충청남도 천안시 동남구 병천면 아우내순대길 41 용가리노래방 2층,36.7614492,127.2988481,16
295,탑치과의원,치과,041-555-2830,"충청남도 천안시 동남구 병천면 아우내순대길 38 3,4층",36.760967,127.2989833,16
296,목천포유치과의원,치과,041-569-2876,충청남도 천안시 동남구 목천읍 충절로 893 2층,36.7735674,127.2095032,16
297,웰치과의원,치과,041-556-7582,충청남도 천안시 동남구 목천읍 목천안터1길 4 2층,36.7731794,127.2088416,16
298,하늘미치과의원,치과,041-584-2828,충청남도 천안시 동남구 터미널2로 24 2층 (신부동),36.821067,127.1584106,16
299,새이치과의원,치과,041-562-2875,충청남도 천안시 동남구 터미널2로 22 2~3층 (신부동),36.8208368,127.1584125,16
300,서울준치과의원,치과,041-562-7528,충청남도 천안시 동남구 목천읍 충절로 880 2층,36.7723456,127.2086447,16
301,갤러리치과의원,치과,041-554-2875,충청남도 천안시 동남구 터미널9길 25 (신부동 신비할인마트),36.8232212,127.1554278,16
302,한림홍치과의원,치과,041-558-7755,충청남도 천안시 동남구 만남로 64 나은빌딩 3층 303호 (신부동),36.8190445,127.1594173,16
303,강치과의원,치과,041-563-9493,충청남도 천안시 동남구 터미널2로 12 3층 (신부동 신부빌딩),36.8200317,127.1584354,16
304,닥터스마일치과의원,치과,041-566-2080,충청남도 천안시 동남구 터미널2로 8 3층 (신부동 대흥빌딩),36.8196374,127.1584972,16
305,천안영플란트치과의원,치과,041-566-2801,충청남도 천안시 동남구 만남로 58 3층 (신부동),36.8187143,127.1587615,16
306,미소앤치과의원,치과,041-555-2275,충청남도 천안시 동남구 만남로 43 4층 (신부동),36.8202827,127.1567089,16
307,샤인이치과의원,치과,041-900-5757,충청남도 천안시 동남구 충절로 7 씨엔에이타워 6층 (신부동),36.8183044,127.1585892,16
308,도솔치과의원,치과,041-568-3470,충청남도 천안시 동남구 충절로 6 (신부동 동아빌딩),36.8184229,127.157921,16
309,고상덕치과교정과치과의원,치과,041-554-3330,충청남도 천안시 동남구 만남로 50 4층 (신부동 터미널프라자),36.8186598,127.1575848,16
310,뉴욕치과의원,치과,041-552-2875,충청남도 천안시 동남구 만남로 50 (신부동 터미털프라자),36.8186598,127.1575848,16
311,보스톤탑치과의원,치과,041-556-5789,충청남도 천안시 동남구 만남로 44 (신부동 남경빌딩),36.8329881,127.1363635,16
312,정세영치과의원,치과,041-569-2875,충청남도 천안시 동남구 충절로 21 2층 (신부동),36.8170718,127.1584969,16
313,내외치과의원,치과,562-7755,충청남도 천안시 동남구 만남로 42 7층 (신부동),36.8186226,127.1568858,16
314,서울수석치과교정과치과의원,치과,041-568-2874,충청남도 천안시 동남구 만남로 40 4층 (신부동),36.8186097,127.1566118,16
315,천안더맑은치과의원,치과,041-566-2877,충청남도 천안시 동남구 만남로 40 2층 (신부동),36.8186097,127.1566118,16
316,서울베스트치과의원,치과,041-415-0600,충청남도 천안시 동남구 만남로 38 3층 (신부동 도솔빌딩),36.8184998,127.1563006,16
317,오렌지캐슬치과의원,치과,041-565-7582,충청남도 천안시 동남구 만남로 36 (신부동 광동빌딩),36.8186382,127.1561219,16
318,이스타치과의원,치과,578-2833,충청남도 천안시 동남구 만남로 34 선진빌딩 3층 (신부동),36.8185949,127.1559031,16
319,서울윌치과의원,치과,041-567-2879,충청남도 천안시 동남구 만남로 30 6층 (신부동 로얄빌딩),36.818558,127.1553993,16
320,신세계치과의원,치과,041-564-0028,충청남도 천안시 동남구 만남로 28 (신부동 천안문빌딩),36.8261838,127.1641943,16
321,이바르게치과교정과치과의원,치과,041-564-2825,충청남도 천안시 동남구 만남로 28 7층 (신부동),36.8185517,127.1552481,16
322,35스마트플란트치과의원,치과,041-568-2875,충청남도 천안시 동남구 만남로 15 민현빌딩 4층 (신부동),36.8191219,127.1539374,16
323,365아홉가지약속치과의원,치과,041-557-2875,"충청남도 천안시 동남구 만남로 18 1,2층 (신부동 휴먼빌딩)",36.8185046,127.1540406,16
324,남스부부치과의원,치과,041-577-2802,충청남도 천안시 동남구 만남로 9 더？오피스텔 301호 (신부동),36.8191809,127.1530085,16
325,일곱난장이치과의원,치과,041-558-2288,충청남도 천안시 동남구 만남로 9 3층 (신부동),36.8191809,127.1530085,16
326,턱앤사랑니치과의원,치과,041-563-3210,충청남도 천안시 동남구 만남로 9 2층 207호 (신부동),36.8191809,127.1530085,16
327,유디신부치과의원,치과,041-555-1151,충청남도 천안시 동남구 만남로 6 804~808호 (신부동),36.8184346,127.1525903,16
328,천안치과의원,치과,041-565-1106,충청남도 천안시 동남구 충절로 118 3층 (원성동),36.8084265,127.1582826,16
329,프렌드치과의원,치과,041-551-2877,충청남도 천안시 동남구 충절로 183 천안공주낙농농협 원성2동지점 3층 (원성동),36.8024724,127.1592737,16
330,송호환치과의원,치과,041-556-2875,충청남도 천안시 동남구 충절로 193 (원성동 정내과의원),36.811665,127.1580832,16
331,최우창치과의원,치과,041-563-5578,충청남도 천안시 동남구 버들로 23 2층 (문화동),36.8084229,127.1505405,16
332,이튼치과의원,치과,041-566-2880,충청남도 천안시 동남구 충절로 273 (구성동),36.7922463,127.1684038,16
333,새늘치과의원,치과,041-558-2875,충청남도 천안시 동남구 대흥로 3 2층 (구성동),36.7945667,127.1590829,16
334,천년나무치과의원,치과,041-555-2804,충청남도 천안시 동남구 청수로 136 2층 (구성동),36.794051,127.1591366,16
335,최치과의원,치과,041-551-8030,충청남도 천안시 동남구 영성로 42 2층 (영성동),36.802084,127.1506515,16
336,박치과의원,치과,041-551-2838,충청남도 천안시 동남구 영성로 41 2층 (사직동),36.8020402,127.1503062,16
337,안치과의원,치과,041-553-2288,충청남도 천안시 동남구 대흥로 99 (영성동 대명약국),36.7993068,127.15138,16
338,길치과의원,치과,041-558-2879,충청남도 천안시 동남구 풍세로 1008 2층 (청수동),36.7971443,127.1530581,16
339,김앤박치과의원,치과,041-622-2879,충청남도 천안시 동남구 대흥로 118 4층 (사직동),36.8002178,127.1498871,16
340,천안중앙플란트치과의원,치과,041-417-2804,충청남도 천안시 동남구 대흥로 109 2층 (사직동),36.7995962,127.1504149,16
341,윤철민치과의원,치과,041-567-3368,충청남도 천안시 동남구 대흥로 107 (사직동 세광빌딩),36.8030882,127.1469967,16
